,month,year,naics_Code,kind_of_business,industry,sales
0,1,2022,441.0,Motor vehicle and parts dealers,Automotive,113547.0
1,1,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,104500.0
2,1,2022,4411.0,Automobile dealers,Automotive,96689.0
3,1,2022,44111.0,New car dealers,Automotive,84442.0
4,1,2022,44112.0,Used car dealers,Automotive,12247.0
5,1,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,9047.0
6,1,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17141.0
7,1,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,10423.0
8,1,2022,4421.0,Furniture stores,Home Goods & Electronics,5549.0
9,1,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
10,1,2022,44221.0,Floor covering stores,Home Goods & Electronics,
11,1,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
12,1,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,6718.0
13,1,2022,443141.0,Household appliance stores,Home Goods & Electronics,1547.0
14,1,2022,443142.0,Electronics stores,Home Goods & Electronics,5171.0
15,1,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,33771.0
16,1,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,29770.0
17,1,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1051.0
18,1,2022,44413.0,Hardware stores,Home Goods & Building Supplies,2728.0
19,1,2022,445.0,Food and beverage stores,Food & Beverage,74984.0
20,1,2022,4451.0,Grocery stores,Food & Beverage,68099.0
21,1,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,65318.0
22,1,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,4939.0
23,1,2022,446.0,Health and personal care stores,Health & Personal Care,32224.0
24,1,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27297.0
25,1,2022,447.0,Gasoline stations,Fuel & Gasoline,49098.0
26,1,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,18113.0
27,1,2022,4481.0,Clothing stores,Fashion & Accessories,12368.0
28,1,2022,44811.0,Men's clothing stores,Fashion & Accessories,
29,1,2022,44812.0,Women's clothing stores,Fashion & Accessories,2422.0
30,1,2022,44814.0,Family clothing stores,Fashion & Accessories,6734.0
31,1,2022,44819.0,Other clothing stores,Fashion & Accessories,1277.0
32,1,2022,4482.0,Shoe stores,Fashion & Accessories,2218.0
33,1,2022,44831.0,Jewelry stores,Fashion & Accessories,
34,1,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7270.0
35,1,2022,45111.0,Sporting goods stores,Sports & Recreation,4071.0
36,1,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1626.0
37,1,2022,451211.0,Book stores,Sports & Recreation,860.0
38,1,2022,452.0,General merchandise stores,General Merchandise,60884.0
39,1,2022,4521.0,Department stores,General Merchandise,8799.0
40,1,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,1702.0
41,1,2022,452112.0,Discount dept. stores,General Merchandise,7097.0
42,1,2022,4529.0,Other general merchandise stores,General Merchandise,52085.0
43,1,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,45340.0
44,1,2022,45299.0,All other gen. merchandise stores,General Merchandise,6745.0
45,1,2022,453.0,Miscellaneous store retailers,Miscellaneous,12496.0
46,1,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,1871.0
47,1,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,824.0
48,1,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1047.0
49,1,2022,45330.0,Used merchandise stores,Miscellaneous,1649.0
50,1,2022,454.0,Nonstore retailers,Miscellaneous,98618.0
51,1,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,87596.0
52,1,2022,45431.0,Fuel dealers,Fuel & Gasoline,5479.0
53,1,2022,722.0,Food services and drinking places,Restaurants & Bars,69815.0
54,1,2022,7224.0,Drinking places,Restaurants & Bars,
55,1,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,62002.0
56,1,2022,722511.0,Full service restaurants,Restaurants & Bars,
57,1,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,31383.0
58,2,2022,441.0,Motor vehicle and parts dealers,Automotive,116991.0
59,2,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,108112.0
60,2,2022,4411.0,Automobile dealers,Automotive,99008.0
61,2,2022,44111.0,New car dealers,Automotive,86147.0
62,2,2022,44112.0,Used car dealers,Automotive,12861.0
63,2,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,8879.0
64,2,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17111.0
65,2,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,10685.0
66,2,2022,4421.0,Furniture stores,Home Goods & Electronics,5996.0
67,2,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
68,2,2022,44221.0,Floor covering stores,Home Goods & Electronics,
69,2,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
70,2,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,6426.0
71,2,2022,443141.0,Household appliance stores,Home Goods & Electronics,1564.0
72,2,2022,443142.0,Electronics stores,Home Goods & Electronics,4862.0
73,2,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,33529.0
74,2,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,29463.0
75,2,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1096.0
76,2,2022,44413.0,Hardware stores,Home Goods & Building Supplies,2631.0
77,2,2022,445.0,Food and beverage stores,Food & Beverage,69315.0
78,2,2022,4451.0,Grocery stores,Food & Beverage,62339.0
79,2,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,59584.0
80,2,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5057.0
81,2,2022,446.0,Health and personal care stores,Health & Personal Care,29947.0
82,2,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,24847.0
83,2,2022,447.0,Gasoline stations,Fuel & Gasoline,49575.0
84,2,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,20509.0
85,2,2022,4481.0,Clothing stores,Fashion & Accessories,13204.0
86,2,2022,44811.0,Men's clothing stores,Fashion & Accessories,
87,2,2022,44812.0,Women's clothing stores,Fashion & Accessories,2729.0
88,2,2022,44814.0,Family clothing stores,Fashion & Accessories,7054.0
89,2,2022,44819.0,Other clothing stores,Fashion & Accessories,1245.0
90,2,2022,4482.0,Shoe stores,Fashion & Accessories,2639.0
91,2,2022,44831.0,Jewelry stores,Fashion & Accessories,
92,2,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7142.0
93,2,2022,45111.0,Sporting goods stores,Sports & Recreation,4201.0
94,2,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1671.0
95,2,2022,451211.0,Book stores,Sports & Recreation,550.0
96,2,2022,452.0,General merchandise stores,General Merchandise,56575.0
97,2,2022,4521.0,Department stores,General Merchandise,8983.0
98,2,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2193.0
99,2,2022,452112.0,Discount dept. stores,General Merchandise,6790.0
100,2,2022,4529.0,Other general merchandise stores,General Merchandise,47592.0
101,2,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,40730.0
102,2,2022,45299.0,All other gen. merchandise stores,General Merchandise,6862.0
103,2,2022,453.0,Miscellaneous store retailers,Miscellaneous,12836.0
104,2,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,1941.0
105,2,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,755.0
106,2,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1186.0
107,2,2022,45330.0,Used merchandise stores,Miscellaneous,1712.0
108,2,2022,454.0,Nonstore retailers,Miscellaneous,92870.0
109,2,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,82090.0
110,2,2022,45431.0,Fuel dealers,Fuel & Gasoline,5371.0
111,2,2022,722.0,Food services and drinking places,Restaurants & Bars,72739.0
112,2,2022,7224.0,Drinking places,Restaurants & Bars,
113,2,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,63755.0
114,2,2022,722511.0,Full service restaurants,Restaurants & Bars,
115,2,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,31162.0
116,3,2022,441.0,Motor vehicle and parts dealers,Automotive,140108.0
117,3,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,129327.0
118,3,2022,4411.0,Automobile dealers,Automotive,117183.0
119,3,2022,44111.0,New car dealers,Automotive,101277.0
120,3,2022,44112.0,Used car dealers,Automotive,15906.0
121,3,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10781.0
122,3,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,20160.0
123,3,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12533.0
124,3,2022,4421.0,Furniture stores,Home Goods & Electronics,6978.0
125,3,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
126,3,2022,44221.0,Floor covering stores,Home Goods & Electronics,
127,3,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
128,3,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7627.0
129,3,2022,443141.0,Household appliance stores,Home Goods & Electronics,1809.0
130,3,2022,443142.0,Electronics stores,Home Goods & Electronics,5818.0
131,3,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,44478.0
132,3,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,38803.0
133,3,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1424.0
134,3,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3252.0
135,3,2022,445.0,Food and beverage stores,Food & Beverage,76325.0
136,3,2022,4451.0,Grocery stores,Food & Beverage,68614.0
137,3,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,65494.0
138,3,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5590.0
139,3,2022,446.0,Health and personal care stores,Health & Personal Care,33648.0
140,3,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27579.0
141,3,2022,447.0,Gasoline stations,Fuel & Gasoline,64397.0
142,3,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,25622.0
143,3,2022,4481.0,Clothing stores,Fashion & Accessories,17506.0
144,3,2022,44811.0,Men's clothing stores,Fashion & Accessories,
145,3,2022,44812.0,Women's clothing stores,Fashion & Accessories,3658.0
146,3,2022,44814.0,Family clothing stores,Fashion & Accessories,9583.0
147,3,2022,44819.0,Other clothing stores,Fashion & Accessories,1484.0
148,3,2022,4482.0,Shoe stores,Fashion & Accessories,3515.0
149,3,2022,44831.0,Jewelry stores,Fashion & Accessories,
150,3,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8748.0
151,3,2022,45111.0,Sporting goods stores,Sports & Recreation,5501.0
152,3,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1871.0
153,3,2022,451211.0,Book stores,Sports & Recreation,576.0
154,3,2022,452.0,General merchandise stores,General Merchandise,67648.0
155,3,2022,4521.0,Department stores,General Merchandise,10541.0
156,3,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2472.0
157,3,2022,452112.0,Discount dept. stores,General Merchandise,8069.0
158,3,2022,4529.0,Other general merchandise stores,General Merchandise,57107.0
159,3,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,49023.0
160,3,2022,45299.0,All other gen. merchandise stores,General Merchandise,8084.0
161,3,2022,453.0,Miscellaneous store retailers,Miscellaneous,15191.0
162,3,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2370.0
163,3,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,878.0
164,3,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1492.0
165,3,2022,45330.0,Used merchandise stores,Miscellaneous,2187.0
166,3,2022,454.0,Nonstore retailers,Miscellaneous,100752.0
167,3,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,88881.0
168,3,2022,45431.0,Fuel dealers,Fuel & Gasoline,5024.0
169,3,2022,722.0,Food services and drinking places,Restaurants & Bars,84777.0
170,3,2022,7224.0,Drinking places,Restaurants & Bars,
171,3,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,74083.0
172,3,2022,722511.0,Full service restaurants,Restaurants & Bars,
173,3,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,36396.0
174,4,2022,441.0,Motor vehicle and parts dealers,Automotive,137296.0
175,4,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,126870.0
176,4,2022,4411.0,Automobile dealers,Automotive,114762.0
177,4,2022,44111.0,New car dealers,Automotive,100066.0
178,4,2022,44112.0,Used car dealers,Automotive,14696.0
179,4,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10426.0
180,4,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19277.0
181,4,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12197.0
182,4,2022,4421.0,Furniture stores,Home Goods & Electronics,6721.0
183,4,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
184,4,2022,44221.0,Floor covering stores,Home Goods & Electronics,
185,4,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
186,4,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7080.0
187,4,2022,443141.0,Household appliance stores,Home Goods & Electronics,1731.0
188,4,2022,443142.0,Electronics stores,Home Goods & Electronics,5349.0
189,4,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,46152.0
190,4,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,39589.0
191,4,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1386.0
192,4,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3479.0
193,4,2022,445.0,Food and beverage stores,Food & Beverage,76368.0
194,4,2022,4451.0,Grocery stores,Food & Beverage,68404.0
195,4,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,65091.0
196,4,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5710.0
197,4,2022,446.0,Health and personal care stores,Health & Personal Care,32435.0
198,4,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,26772.0
199,4,2022,447.0,Gasoline stations,Fuel & Gasoline,64776.0
200,4,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,25904.0
201,4,2022,4481.0,Clothing stores,Fashion & Accessories,17794.0
202,4,2022,44811.0,Men's clothing stores,Fashion & Accessories,
203,4,2022,44812.0,Women's clothing stores,Fashion & Accessories,3628.0
204,4,2022,44814.0,Family clothing stores,Fashion & Accessories,9716.0
205,4,2022,44819.0,Other clothing stores,Fashion & Accessories,1506.0
206,4,2022,4482.0,Shoe stores,Fashion & Accessories,3361.0
207,4,2022,44831.0,Jewelry stores,Fashion & Accessories,
208,4,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8733.0
209,4,2022,45111.0,Sporting goods stores,Sports & Recreation,5431.0
210,4,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1886.0
211,4,2022,451211.0,Book stores,Sports & Recreation,634.0
212,4,2022,452.0,General merchandise stores,General Merchandise,65483.0
213,4,2022,4521.0,Department stores,General Merchandise,10702.0
214,4,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2628.0
215,4,2022,452112.0,Discount dept. stores,General Merchandise,8074.0
216,4,2022,4529.0,Other general merchandise stores,General Merchandise,54781.0
217,4,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,46432.0
218,4,2022,45299.0,All other gen. merchandise stores,General Merchandise,8349.0
219,4,2022,453.0,Miscellaneous store retailers,Miscellaneous,15685.0
220,4,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2343.0
221,4,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,812.0
222,4,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1531.0
223,4,2022,45330.0,Used merchandise stores,Miscellaneous,2086.0
224,4,2022,454.0,Nonstore retailers,Miscellaneous,102317.0
225,4,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,92322.0
226,4,2022,45431.0,Fuel dealers,Fuel & Gasoline,3553.0
227,4,2022,722.0,Food services and drinking places,Restaurants & Bars,86931.0
228,4,2022,7224.0,Drinking places,Restaurants & Bars,
229,4,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,75364.0
230,4,2022,722511.0,Full service restaurants,Restaurants & Bars,
231,4,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,36888.0
232,5,2022,441.0,Motor vehicle and parts dealers,Automotive,132017.0
233,5,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,121308.0
234,5,2022,4411.0,Automobile dealers,Automotive,109724.0
235,5,2022,44111.0,New car dealers,Automotive,95567.0
236,5,2022,44112.0,Used car dealers,Automotive,14157.0
237,5,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10709.0
238,5,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19252.0
239,5,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12180.0
240,5,2022,4421.0,Furniture stores,Home Goods & Electronics,6758.0
241,5,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
242,5,2022,44221.0,Floor covering stores,Home Goods & Electronics,
243,5,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
244,5,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7072.0
245,5,2022,443141.0,Household appliance stores,Home Goods & Electronics,1791.0
246,5,2022,443142.0,Electronics stores,Home Goods & Electronics,5281.0
247,5,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,50099.0
248,5,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,42979.0
249,5,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1494.0
250,5,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3895.0
251,5,2022,445.0,Food and beverage stores,Food & Beverage,79628.0
252,5,2022,4451.0,Grocery stores,Food & Beverage,71460.0
253,5,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,68066.0
254,5,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5919.0
255,5,2022,446.0,Health and personal care stores,Health & Personal Care,32952.0
256,5,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27158.0
257,5,2022,447.0,Gasoline stations,Fuel & Gasoline,72883.0
258,5,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,26831.0
259,5,2022,4481.0,Clothing stores,Fashion & Accessories,18360.0
260,5,2022,44811.0,Men's clothing stores,Fashion & Accessories,
261,5,2022,44812.0,Women's clothing stores,Fashion & Accessories,3704.0
262,5,2022,44814.0,Family clothing stores,Fashion & Accessories,10174.0
263,5,2022,44819.0,Other clothing stores,Fashion & Accessories,1383.0
264,5,2022,4482.0,Shoe stores,Fashion & Accessories,3485.0
265,5,2022,44831.0,Jewelry stores,Fashion & Accessories,
266,5,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8851.0
267,5,2022,45111.0,Sporting goods stores,Sports & Recreation,5545.0
268,5,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1855.0
269,5,2022,451211.0,Book stores,Sports & Recreation,664.0
270,5,2022,452.0,General merchandise stores,General Merchandise,68782.0
271,5,2022,4521.0,Department stores,General Merchandise,11026.0
272,5,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2815.0
273,5,2022,452112.0,Discount dept. stores,General Merchandise,8211.0
274,5,2022,4529.0,Other general merchandise stores,General Merchandise,57756.0
275,5,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,48612.0
276,5,2022,45299.0,All other gen. merchandise stores,General Merchandise,9144.0
277,5,2022,453.0,Miscellaneous store retailers,Miscellaneous,17155.0
278,5,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2626.0
279,5,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,790.0
280,5,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1836.0
281,5,2022,45330.0,Used merchandise stores,Miscellaneous,2118.0
282,5,2022,454.0,Nonstore retailers,Miscellaneous,106024.0
283,5,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,95798.0
284,5,2022,45431.0,Fuel dealers,Fuel & Gasoline,3492.0
285,5,2022,722.0,Food services and drinking places,Restaurants & Bars,90527.0
286,5,2022,7224.0,Drinking places,Restaurants & Bars,
287,5,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,78567.0
288,5,2022,722511.0,Full service restaurants,Restaurants & Bars,
289,5,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,38701.0
290,6,2022,441.0,Motor vehicle and parts dealers,Automotive,132559.0
291,6,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,121771.0
292,6,2022,4411.0,Automobile dealers,Automotive,109501.0
293,6,2022,44111.0,New car dealers,Automotive,95305.0
294,6,2022,44112.0,Used car dealers,Automotive,14196.0
295,6,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10788.0
296,6,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18863.0
297,6,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,11863.0
298,6,2022,4421.0,Furniture stores,Home Goods & Electronics,6692.0
299,6,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
300,6,2022,44221.0,Floor covering stores,Home Goods & Electronics,
301,6,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
302,6,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7000.0
303,6,2022,443141.0,Household appliance stores,Home Goods & Electronics,1815.0
304,6,2022,443142.0,Electronics stores,Home Goods & Electronics,5185.0
305,6,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,48211.0
306,6,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,41870.0
307,6,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1608.0
308,6,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3839.0
309,6,2022,445.0,Food and beverage stores,Food & Beverage,79471.0
310,6,2022,4451.0,Grocery stores,Food & Beverage,71214.0
311,6,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,67737.0
312,6,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,6038.0
313,6,2022,446.0,Health and personal care stores,Health & Personal Care,33459.0
314,6,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27520.0
315,6,2022,447.0,Gasoline stations,Fuel & Gasoline,75341.0
316,6,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,25031.0
317,6,2022,4481.0,Clothing stores,Fashion & Accessories,17280.0
318,6,2022,44811.0,Men's clothing stores,Fashion & Accessories,
319,6,2022,44812.0,Women's clothing stores,Fashion & Accessories,3213.0
320,6,2022,44814.0,Family clothing stores,Fashion & Accessories,9933.0
321,6,2022,44819.0,Other clothing stores,Fashion & Accessories,1461.0
322,6,2022,4482.0,Shoe stores,Fashion & Accessories,3201.0
323,6,2022,44831.0,Jewelry stores,Fashion & Accessories,
324,6,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9288.0
325,6,2022,45111.0,Sporting goods stores,Sports & Recreation,6248.0
326,6,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1682.0
327,6,2022,451211.0,Book stores,Sports & Recreation,607.0
328,6,2022,452.0,General merchandise stores,General Merchandise,69304.0
329,6,2022,4521.0,Department stores,General Merchandise,10800.0
330,6,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2570.0
331,6,2022,452112.0,Discount dept. stores,General Merchandise,8230.0
332,6,2022,4529.0,Other general merchandise stores,General Merchandise,58504.0
333,6,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,49897.0
334,6,2022,45299.0,All other gen. merchandise stores,General Merchandise,8607.0
335,6,2022,453.0,Miscellaneous store retailers,Miscellaneous,17004.0
336,6,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2603.0
337,6,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,780.0
338,6,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1823.0
339,6,2022,45330.0,Used merchandise stores,Miscellaneous,2067.0
340,6,2022,454.0,Nonstore retailers,Miscellaneous,101402.0
341,6,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,91389.0
342,6,2022,45431.0,Fuel dealers,Fuel & Gasoline,3207.0
343,6,2022,722.0,Food services and drinking places,Restaurants & Bars,88002.0
344,6,2022,7224.0,Drinking places,Restaurants & Bars,
345,6,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,76718.0
346,6,2022,722511.0,Full service restaurants,Restaurants & Bars,
347,6,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,38502.0
348,7,2022,441.0,Motor vehicle and parts dealers,Automotive,127665.0
349,7,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,117211.0
350,7,2022,4411.0,Automobile dealers,Automotive,105693.0
351,7,2022,44111.0,New car dealers,Automotive,92026.0
352,7,2022,44112.0,Used car dealers,Automotive,13667.0
353,7,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10454.0
354,7,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18880.0
355,7,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,11865.0
356,7,2022,4421.0,Furniture stores,Home Goods & Electronics,6669.0
357,7,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
358,7,2022,44221.0,Floor covering stores,Home Goods & Electronics,
359,7,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
360,7,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7015.0
361,7,2022,443141.0,Household appliance stores,Home Goods & Electronics,1726.0
362,7,2022,443142.0,Electronics stores,Home Goods & Electronics,5289.0
363,7,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,43487.0
364,7,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,38336.0
365,7,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1470.0
366,7,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3540.0
367,7,2022,445.0,Food and beverage stores,Food & Beverage,81426.0
368,7,2022,4451.0,Grocery stores,Food & Beverage,72953.0
369,7,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,69440.0
370,7,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,6220.0
371,7,2022,446.0,Health and personal care stores,Health & Personal Care,32430.0
372,7,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,26913.0
373,7,2022,447.0,Gasoline stations,Fuel & Gasoline,74079.0
374,7,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,25214.0
375,7,2022,4481.0,Clothing stores,Fashion & Accessories,17495.0
376,7,2022,44811.0,Men's clothing stores,Fashion & Accessories,
377,7,2022,44812.0,Women's clothing stores,Fashion & Accessories,3177.0
378,7,2022,44814.0,Family clothing stores,Fashion & Accessories,10241.0
379,7,2022,44819.0,Other clothing stores,Fashion & Accessories,1444.0
380,7,2022,4482.0,Shoe stores,Fashion & Accessories,3442.0
381,7,2022,44831.0,Jewelry stores,Fashion & Accessories,
